gene	cnv_id	KMS11_CNV	MM1S_CNV	RPMI_CNV
MINK1	17:4633013:5044333	1.2158	1.93708	1.79799
MITD1	2:98156083:101009015	1.65462	2.05963	2.07677
MKRN2	3:12577120:13141194	1.68843	2.07805	2.07417
MMADHC	2:149204746:150778703	1.65719	2.15171	2.13347
MOBP	3:38277483:39908110	1.66493	2.05372	2.06214
MOS	8:55433212:57078177	1.64993	2.11491	1.78276
MPDU1	17:7340887:7539414	1.31731	1.91588	1.7873
MRGPRX3	11:18099995:18284082	1.68944	2.10773	1.7965
MRGPRX4	11:18099995:18284082	1.68944	2.10773	1.7965
MRPL15	8:54125263:55210088	1.66839	2.11491	1.78276
MRPL2	6:43013980:43025862	1.44327	1.95169	2.03199
MRPL22	5:153450434:155308479	1.67562	2.0197	1.89708
MRPL30	2:98156083:101009015	1.65462	2.05963	2.07677
MRPS25	3:14296571:15708124	1.68739	2.07287	2.08622
MRPS26	20:3020321:3030273	1.21565	1.97711	2.07419
MRPS5	2:95347033:97767092	1.68725	1.96244	2.04621
MRPS9	2:104934246:106881954	1.68099	2.05907	2.09794
MS4A14	11:60155363:60167099	1.48892	2.05568	1.7978
MS4A7	11:60155363:60167099	1.48892	2.05568	1.7978
MSH4	1:75042346:76344001	1.68585	2.25956	1.82705
MSX2	5:174132091:175495812	1.69766	2.0476	1.89871
MT3	16:56615733:56626832	1.66618	2.01453	2.24048
MTCH2	11:47375476:48347141	1.67603	1.97122	1.82055
MTMR2	11:95650780:96001240	0.618211	2.12088	2.18709
MTMR7	8:17171668:17335778	1.66701	2.01876	1.83089
MTUS1	8:17476654:17747813	1.66701	2.15928	1.8097
MUSTN1	3:51607294:52968763	1.66753	1.99747	2.06588
MXD3	5:176548393:177233989	1.67425	1.9784	1.88754
MYBL2	20:42273350:42302379	1.36587	2.01473	2.01815
MYBPC3	11:46872549:47375476	1.67603	1.97122	2.21089
MYH1	17:10240798:10616757	1.64144	1.95617	1.73472
MYH13	17:10225750:10240798	1.21977	1.95617	1.73472
MYH13	17:10240798:10616757	1.64144	1.95617	1.73472
MYH2	17:10240798:10616757	1.64144	1.95617	1.73472
MYH3	17:10240798:10616757	1.64144	1.95617	1.73472
MYH4	17:10240798:10616757	1.64144	1.95617	1.73472
MYH8	17:10240798:10616757	1.64144	1.95617	1.73472
MYL3	3:46850415:47487754	1.66493	2.01049	2.07878
MYL5	4:572655:1047300	1.64352	2.00152	1.83265
MYO10	5:16867357:16871201	1.63699	2.06576	1.78254
MYO16	13:109687672:109689885	1.44953	2.04742	1.78927
MYO1C	17:1368790:1551489	1.69103	1.95441	1.7951
MYO7B	2:127678163:128445127	1.64576	1.99062	2.07046
MYOD1	11:17373978:18098884	1.68944	1.945	1.7965
MYOM2	8:2046638:2121290	1.62362	1.98683	1.73206
MYOM2	8:1951737:2033633	1.64551	1.98683	1.78993
MYOM2	8:2034167:2041952	1.64551	1.98683	1.80318
MYOZ3	5:148895313:150177109	1.6768	1.99311	1.89708
MYRIP	3:38277483:39908110	1.66493	2.05372	2.06214
MYSM1	1:59152484:59975446	1.67249	2.06101	2.2264
MYT1L	2:1803617:1820962	1.3162	1.97873	2.03548
MZB1	5:138668445:139486144	1.69358	1.99076	1.9284
MZT2A	2:131641066:132482231	1.68655	2.02338	2.1097
MZT2B	2:130565445:130955094	1.64576	1.98916	2.03595
N4BP3	5:177407387:178118821	1.67594	1.9784	1.8895
NAPRT1	8:144636233:144675877	1.67689	2.05011	2.04731
NAT1	8:17935493:18145272	1.66701	2.05846	1.79414
NAV2	11:20132635:20431468	1.68944	2.10262	1.7965
NBEA	13:35635273:35739653	1.68916	1.91925	1.80846
NBEA	13:35628679:35635273	1.68916	1.91925	2.17477
NBEAL2	3:46850415:47487754	1.66493	2.01049	2.07878
NCAPH	2:95347033:97767092	1.68725	1.96244	2.04621
NCK2	2:104934246:106881954	1.68099	2.05907	2.09794
NCKAP5	2:133157730:134828185	1.65333	2.07759	2.07881
NCKIPSD	3:48696317:48721867	1.26179	1.99747	2.03961
NCKIPSD	3:48721867:48920341	1.66753	1.99747	2.03961
NCOR1	17:15794163:15938468	1.62746	2.02119	1.82915
NDFIP1	5:140558722:142267353	1.69213	2.00971	1.94207
NDRG1	8:133876510:134947749	1.67947	2.08611	2.03356
NDST1	5:148895313:150177109	1.6768	1.99311	1.89708
NDST4	4:115929535:115937902	1.6273	1.7602	1.75985
NDUFA2	5:139920049:140083166	1.69358	1.93456	1.9284
NDUFS3	11:47375476:48347141	1.67603	1.97122	1.82055
NEFL	8:24684115:24971744	1.69289	2.16575	1.75113
NEFM	8:24684115:24971744	1.69289	2.16575	1.75113
NEGR1	1:71372717:72508893	1.68847	2.24229	1.81763
NEK4	3:51607294:52968763	1.66753	1.99747	2.06588
NELL1	11:20532089:21051336	1.68944	2.02982	1.7965
NEURL1B	5:170620625:172971287	1.67686	1.96075	1.89871
NEURL3	2:95347033:97767092	1.68725	1.96244	2.04621
NEURL4	17:7082224:7336565	1.26521	1.91588	1.7873
NEUROG1	5:134068699:135087461	1.67765	1.98113	1.94425
NHP2	5:177407387:178118821	1.67594	1.9784	1.8895
NISCH	3:51607294:52968763	1.66753	1.99747	2.06588
NKTR	3:42374907:43196701	1.66493	2.04915	2.05623
NKX2-2	20:21295169:21762938	1.64312	2.03377	2.0683
NKX2-4	20:21295169:21762938	1.64312	2.03377	2.0683
NKX2-5	5:170620625:172971287	1.67686	1.96075	1.89871
NKX2-6	8:23414556:23878728	1.66701	2.12495	1.78131
NKX3-1	8:23414556:23878728	1.66701	2.12495	1.78131
NLGN2	17:7082224:7336565	1.26521	1.91588	1.7873
NME5	5:137412874:138624219	1.69358	2.01947	1.92597
NME6	3:47535626:48696317	1.67564	1.99747	2.03961
NMS	2:101009945:101892632	1.65462	1.97273	2.07677
NOP16	5:175627914:176530427	1.67425	1.96064	1.89871
NOX4	11:89057395:89156563	1.52137	2.24162	2.09425
NPAS2	2:101009945:101892632	1.65462	1.97273	2.07677
NPM1	5:170620625:172971287	1.67686	1.96075	1.89871
NPY6R	5:136870318:137154623	1.69358	1.99804	1.92597
NR1H3	11:46872549:47375476	1.67603	1.97122	2.21089
NR2C2	3:14296571:15708124	1.68739	2.07287	2.08622
NR3C1	5:142635216:143517676	1.69213	2.19848	1.94207
NRADDP	3:46850415:47487754	1.66493	2.01049	2.07878
NRBP2	8:144754082:145550053	1.67689	2.15665	2.05929
NRG2	5:138668445:139486144	1.69358	1.99076	1.9284
NRG3	10:83752600:83780860	0.784798	1.80126	1.78117
NRG3	10:83780860:83837238	1.43348	1.80126	1.78117
NSD1	5:176548393:177233989	1.67425	1.9784	1.88754
NT5C1B	2:18121075:19002908	1.68025	2.0958	2.08299
NT5C1B-RDH14	2:18121075:19002908	1.68025	2.0958	2.08299
NT5DC2	3:51607294:52968763	1.66753	1.99747	2.06588
NTM	11:131550192:131565704	1.23752	2.0417	1.78424
NTN1	17:8928627:9082121	1.23475	1.95617	1.7873
NTN1	17:9082121:9133779	1.6328	1.95617	1.7873
NUCB2	11:16847692:17299604	1.68944	2.04209	1.7965
NUDCD2	5:162862965:163264985	1.66882	2.25609	1.93814
NUP160	11:47375476:48347141	1.67603	1.97122	1.82055
NUP210	3:13325280:14178112	1.68843	2.07287	2.0475
NXN	17:713136:723464	1.48793	1.89141	1.83787
NXPH2	2:137427976:140165739	1.65333	2.17476	2.11981
OC90	8:133027479:133330815	1.67947	2.12568	2.08256
ODF2L	1:86860222:87099066	1.67596	2.13867	1.79956
OLFML1	11:7280825:7652199	1.68892	2.08531	1.76349
OMA1	1:59004244:59116547	1.67249	1.9815	2.2264
OPLAH	8:144754082:145550053	1.67689	2.15665	2.05929
OPRK1	8:54125263:55210088	1.66839	2.11491	1.78276
OR10A3	11:7663752:7966076	1.68892	2.08531	1.77169
OR10A6	11:7663752:7966076	1.68892	2.08531	1.77169
OR2V2	5:180569924:180674985	1.55195	1.89884	1.90759
OR2Y1	5:178840002:180560627	1.68912	1.9784	1.90759
OR4A47	11:48367161:48601950	1.67603	2.15994	1.82055
OR4B1	11:47375476:48347141	1.67603	1.97122	1.82055
OR4C3	11:47375476:48347141	1.67603	1.97122	1.82055
OR4C45	11:48367161:48601950	1.67603	2.15994	1.82055
OR4S1	11:47375476:48347141	1.67603	1.97122	1.82055
OR4X1	11:47375476:48347141	1.67603	1.97122	1.82055
OR4X2	11:47375476:48347141	1.67603	1.97122	1.82055
OR51A2	11:4968176:4976184	0.158508	2.22774	1.7199
OR51A4	11:4968176:4976184	0.158508	2.22774	1.7199
OR5E1P	11:7663752:7966076	1.68892	2.08531	1.77169
OR5P2	11:7663752:7966076	1.68892	2.08531	1.77169
OR5P3	11:7663752:7966076	1.68892	2.08531	1.77169
OR8U8	11:56467564:56469081	1.43804	2.05568	2.25502
OR9G1	11:56467564:56469081	1.43804	2.05568	2.25502
OR9G9	11:56467564:56469081	1.43804	2.05568	2.25502
OSBPL10	3:30640832:32097463	1.64525	2.1995	2.14328
OSBPL9	1:51564451:52254638	1.20387	2.11592	2.22512
OVCA2	17:1914222:2262139	1.68544	1.95234	1.79799
OVCH2	11:7663752:7966076	1.68892	2.08531	1.77169
OXNAD1	3:15847909:16621388	1.68739	2.11813	2.05781
OXSR1	3:38277483:39908110	1.66493	2.05372	2.06214
OXTR	3:8630041:8952522	1.65773	2.07911	2.05709
PACSIN3	11:46872549:47375476	1.67603	1.97122	2.21089
PADI4	1:17675556:17679236	0.077469	1.94475	2.17111
PAIP2	5:138668445:139486144	1.69358	1.99076	1.9284
PAMR1	11:35540712:35546546	1.51588	2.00875	1.75384
PANK3	5:167951658:168170080	1.66882	1.94646	1.89657
PARP10	8:144754082:145550053	1.67689	2.15665	2.05929
PARP3	3:51607294:52968763	1.66753	1.99747	2.06588
PARS2	1:55182425:55383788	1.13539	1.98051	2.22108
PARVA	11:12403064:13124534	1.68944	2.06608	1.81756
PARVA	11:12316237:12400184	1.68944	2.18271	1.81756
PAX1	20:21295169:21762938	1.64312	2.03377	2.0683
PAX8	2:113622758:114048100	1.66333	2.02783	2.04608
PBK	8:27684902:28098308	1.69724	1.99513	1.78805
PBRM1	3:51607294:52968763	1.66753	1.99747	2.06588
PCBD2	5:134068699:135087461	1.67765	1.98113	1.94425
PCBP4	3:51607294:52968763	1.66753	1.99747	2.06588
PCDH1	5:140558722:142267353	1.69213	2.00971	1.94207
PCDH12	5:140558722:142267353	1.69213	2.00971	1.94207
PCDHA1	5:140265534:140305929	1.24588	2.29949	1.94207
PCDHA1	5:140228799:140265534	1.69358	2.29949	1.94207
PCDHA10	5:140265534:140305929	1.24588	2.29949	1.94207
PCDHA10	5:140228799:140265534	1.69358	2.29949	1.94207
PCDHA11	5:140265534:140305929	1.24588	2.29949	1.94207
PCDHA11	5:140228799:140265534	1.69358	2.29949	1.94207
PCDHA12	5:140265534:140305929	1.24588	2.29949	1.94207
PCDHA12	5:140228799:140265534	1.69358	2.29949	1.94207
PCDHA13	5:140265534:140305929	1.24588	2.29949	1.94207
PCDHA13	5:140228799:140265534	1.69358	2.29949	1.94207
PCDHA2	5:140265534:140305929	1.24588	2.29949	1.94207
PCDHA2	5:140228799:140265534	1.69358	2.29949	1.94207
PCDHA3	5:140265534:140305929	1.24588	2.29949	1.94207
PCDHA3	5:140228799:140265534	1.69358	2.29949	1.94207
PCDHA4	5:140265534:140305929	1.24588	2.29949	1.94207
PCDHA4	5:140228799:140265534	1.69358	2.29949	1.94207
PCDHA5	5:140265534:140305929	1.24588	2.29949	1.94207
PCDHA5	5:140228799:140265534	1.69358	2.29949	1.94207
PCDHA6	5:140265534:140305929	1.24588	2.29949	1.94207
PCDHA6	5:140228799:140265534	1.69358	2.29949	1.94207
PCDHA7	5:140265534:140305929	1.24588	2.29949	1.94207
PCDHA7	5:140228799:140265534	1.69358	2.29949	1.94207
PCDHA8	5:140265534:140305929	1.24588	2.29949	1.94207
PCDHA8	5:140228799:140265534	1.69358	2.29949	1.94207
PCDHA9	5:140265534:140305929	1.24588	2.29949	1.94207
PCDHA9	5:140228799:140265534	1.69358	2.29949	1.94207
PCDHB10	5:140558722:142267353	1.69213	2.00971	1.94207
PCDHB11	5:140558722:142267353	1.69213	2.00971	1.94207
PCDHB12	5:140558722:142267353	1.69213	2.00971	1.94207
PCDHB13	5:140558722:142267353	1.69213	2.00971	1.94207
PCDHB14	5:140558722:142267353	1.69213	2.00971	1.94207
PCDHB15	5:140558722:142267353	1.69213	2.00971	1.94207
PCDHB16	5:140558722:142267353	1.69213	2.00971	1.94207
PCDHB18	5:140558722:142267353	1.69213	2.00971	1.94207
PCDHB19P	5:140558722:142267353	1.69213	2.00971	1.94207
PCDHB8	5:140556480:140558722	0.846596	2.00971	1.94207
PCDHB8	5:140558722:142267353	1.69213	2.00971	1.94207
PCDHB9	5:140558722:142267353	1.69213	2.00971	1.94207
PCDHGA1	5:140558722:142267353	1.69213	2.00971	1.94207
PCDHGA10	5:140558722:142267353	1.69213	2.00971	1.94207
PCDHGA11	5:140558722:142267353	1.69213	2.00971	1.94207
PCDHGA12	5:140558722:142267353	1.69213	2.00971	1.94207
PCDHGA2	5:140558722:142267353	1.69213	2.00971	1.94207
PCDHGA3	5:140558722:142267353	1.69213	2.00971	1.94207
PCDHGA4	5:140558722:142267353	1.69213	2.00971	1.94207
PCDHGA5	5:140558722:142267353	1.69213	2.00971	1.94207
PCDHGA6	5:140558722:142267353	1.69213	2.00971	1.94207
PCDHGA7	5:140558722:142267353	1.69213	2.00971	1.94207
PCDHGA8	5:140558722:142267353	1.69213	2.00971	1.94207
PCDHGA9	5:140558722:142267353	1.69213	2.00971	1.94207
PCDHGB1	5:140558722:142267353	1.69213	2.00971	1.94207
PCDHGB2	5:140558722:142267353	1.69213	2.00971	1.94207
PCDHGB3	5:140558722:142267353	1.69213	2.00971	1.94207
PCDHGB4	5:140558722:142267353	1.69213	2.00971	1.94207
PCDHGB5	5:140558722:142267353	1.69213	2.00971	1.94207
PCDHGB6	5:140558722:142267353	1.69213	2.00971	1.94207
PCDHGB7	5:140558722:142267353	1.69213	2.00971	1.94207
PCDHGB8P	5:140558722:142267353	1.69213	2.00971	1.94207
PCDHGC3	5:140558722:142267353	1.69213	2.00971	1.94207
PCDHGC4	5:140558722:142267353	1.69213	2.00971	1.94207
PCDHGC5	5:140558722:142267353	1.69213	2.00971	1.94207
PCDP1	2:118863131:120622975	1.63996	1.97842	2.05722
PCGF3	4:572655:1047300	1.64352	2.00152	1.83265
PCM1	8:17755016:17780821	1.66701	1.93796	1.79414
PCSK9	1:55383788:55851391	1.61977	1.98051	2.22108
PCYOX1L	5:147792151:148865536	1.6768	2.04983	1.89708
PDCL3	2:101009945:101892632	1.65462	1.97273	2.07677
PDE4B	1:66746482:67250602	1.68421	2.16732	1.81763
PDE6A	5:148895313:150177109	1.6768	1.99311	1.89708
PDE6B	4:572655:1047300	1.64352	2.00152	1.83265
PDE6C	10:95389082:95391064	1.21944	2.02762	1.83467
PDGFRB	5:148895313:150177109	1.6768	1.99311	1.89708
PDGFRL	8:17476654:17747813	1.66701	2.15928	1.8097
PDGFRL	8:17358304:17470616	1.66701	2.15928	1.83089
PDLIM3	4:186441146:186444066	0.050716	2.21255	1.79852
PDLIM7	5:176548393:177233989	1.67425	1.9784	1.88754
PDPR	16:70156308:70216633	1.67824	1.96754	2.12288
PELP1	17:4606829:4633013	0.940515	1.93708	1.79799
PENK	8:57118099:58114845	1.63179	2.11491	1.79694
PER1	17:8051664:8072709	1.0054	1.94168	1.7873
PER1	17:7796391:8051664	1.2649	1.94168	1.7873
PEX16	11:45434889:46023558	1.66024	1.99414	1.80671
PFDN1	5:139511834:139785729	1.69358	2.00003	1.9284
PFKFB4	3:47535626:48696317	1.67564	1.99747	2.03961
PFN1	17:4633013:5044333	1.2158	1.93708	1.79799
PFN3	5:176548393:177233989	1.67425	1.9784	1.88754
PHF21A	11:46138451:46331938	1.66024	1.96974	1.80671
PHF21A	11:45434889:46023558	1.66024	1.99414	1.80671
PHF23	17:7082224:7336565	1.26521	1.91588	1.7873
PHF7	3:51607294:52968763	1.66753	1.99747	2.06588
PIGG	4:11525:559937	1.64352	2.03796	1.83265
PIGK	1:77643296:78025028	1.68585	2.11147	1.79774
PIK3C2A	11:16847692:17299604	1.68944	2.04209	1.7965
PIN1P1	1:68712852:70522995	1.68421	2.25202	1.81763
PIRT	17:10638155:10894289	1.64144	1.92981	1.73472
PITPNA	17:1368790:1551489	1.69103	1.95441	1.7951
PITX1	5:134068699:135087461	1.67765	1.98113	1.94425
PKN2	1:89102024:89478753	1.67596	2.21814	1.80887
PLAC8L1	5:143542885:145638518	1.69213	2.15723	1.94207
PLAG1	8:55433212:57078177	1.64993	2.11491	1.78276
PLAG1	8:57118099:58114845	1.63179	2.11491	1.79694
PLCB1	20:8762104:8778227	1.31693	2.14328	2.12542
PLCB1	20:8736492:8762104	1.66754	2.14328	2.12542
PLCD1	3:37454107:38176720	1.65745	2.04981	2.03965
PLCL2	3:16644409:17181632	1.68739	2.25028	2.1453
PLD2	17:4633013:5044333	1.2158	1.93708	1.79799
PLEC	8:144754082:145550053	1.67689	2.15665	2.05929
PLEKHA2	8:38466185:38857139	1.65263	2.00175	1.84392
PLEKHA7	11:16847692:17299604	1.68944	2.04209	1.7965
PLEKHA7	11:16582522:16836277	1.68944	2.04209	1.80622
PLEKHB2	2:131641066:132482231	1.68655	2.02338	2.1097
PLSCR3	17:7082224:7336565	1.26521	1.91588	1.7873
PLXNB1	3:47535626:48696317	1.67564	1.99747	2.03961
PNOC	8:28126579:28387841	1.69681	1.99513	1.78805
POC1A	3:51607294:52968763	1.66753	1.99747	2.06588
POLB	8:42193497:43089838	1.69095	2.03669	1.82701
POLR1B	2:113099520:113502283	1.66333	2.01071	2.07995
POLR2A	17:7340887:7539414	1.31731	1.91588	1.7873
POLR2D	2:128518170:129639960	1.64576	2	2.07046
POTEE	2:131641066:132482231	1.68655	2.02338	2.1097
POTEF	2:130565445:130955094	1.64576	1.98916	2.03595
POTEKP	2:131641066:132482231	1.68655	2.02338	2.1097
POU3F3	2:104934246:106881954	1.68099	2.05907	2.09794
PPAP2B	1:56409213:57109041	1.60515	1.98051	2.21627
PPARG	3:12461978:12531739	1.68843	1.9845	2.07417
PPARGC1B	5:148895313:150177109	1.6768	1.99311	1.89708
PPFIBP2	11:7280825:7652199	1.68892	2.08531	1.76349
PPFIBP2	11:7663752:7966076	1.68892	2.08531	1.77169
PPIC	5:121645744:124219783	1.68614	2.17124	1.94947
PPM1M	3:51607294:52968763	1.66753	1.99747	2.06588
PPP1R16A	8:145562163:145755043	1.67689	2.10329	2.05929
PRAMEF14	1:13345608:13709007	1.69114	1.97844	2.15998
PRAMEF15	1:13345608:13709007	1.69114	1.97844	2.15998
PRAMEF16	1:13345608:13709007	1.69114	1.97844	2.15998
PRAMEF19	1:13345608:13709007	1.69114	1.97844	2.15998
PRAMEF20	1:13345608:13709007	1.69114	1.97844	2.15998
PRAMEF21	1:13345608:13709007	1.69114	1.97844	2.15998
PRAMEF5	1:13345608:13709007	1.69114	1.97844	2.15998
PRAMEF6	1:13345608:13709007	1.69114	1.97844	2.15998
PRAMEF7	1:13345608:13709007	1.69114	1.97844	2.15998
PRAMEF8	1:13345608:13709007	1.69114	1.97844	2.15998
PRAMEF9	1:13345608:13709007	1.69114	1.97844	2.15998
PRDM11	11:45107104:45429891	1.66095	1.99414	1.80671
PRDM6	5:121645744:124219783	1.68614	2.17124	1.94947
PRELID1	5:176548393:177233989	1.67425	1.9784	1.88754
PRELID2	5:143542885:145638518	1.69213	2.15723	1.94207
PRH1-PRR4	12:11150147:11162344	1.38585	2.28858	2.11457
PRICKLE2	3:63675291:65187405	1.67313	2.09906	2.08355
PRKAR2A	3:48721867:48920341	1.66753	1.99747	2.03961
PRMT3	11:20132635:20431468	1.68944	2.10262	1.7965
PRMT6	1:107226251:107638815	1.68703	1.7096	1.81027
PRNP	20:4676239:4696829	1.66071	1.99584	2.07419
PROC	2:127678163:128445127	1.64576	1.99062	2.07046
PROM2	2:95347033:97767092	1.68725	1.96244	2.04621
PROP1	5:177407387:178118821	1.67594	1.9784	1.8895
PRPF8	17:1554512:1910556	1.69103	1.93341	1.7951
PRR16	5:119955267:119974215	1.64871	1.80929	1.85129
PRR7	5:176548393:177233989	1.67425	1.9784	1.88754
PRSS42	3:46850415:47487754	1.66493	2.01049	2.07878
PSCA	8:143740883:143961262	1.59909	2.05011	1.99732
PSD2	5:138668445:139486144	1.69358	1.99076	1.9284
PSD4	2:113622758:114048100	1.66333	2.02783	2.04608
PSMA1	11:14544727:14656717	1.68944	2.04417	1.80622
PSMA4	15:78832111:78833523	1.4068	2.05981	1.82147
PSMB6	17:4633013:5044333	1.2158	1.93708	1.79799
PSMC3	11:47375476:48347141	1.67603	1.97122	1.82055
PSMD6	3:63675291:65187405	1.67313	2.09906	2.08355
PTGER3	1:71368466:71372717	0.854426	2.24229	1.81763
PTGER3	1:71130287:71368466	1.68421	2.24229	1.81763
PTGER3	1:71372717:72508893	1.68847	2.24229	1.81763
PTH1R	3:46850415:47487754	1.66493	2.01049	2.07878
PTK2	8:140761604:142558690	1.63586	2.05011	1.99732
PTK2B	8:27001430:27637303	1.69724	1.93141	1.78805
PTP4A3	8:140761604:142558690	1.63586	2.05011	1.99732
PTPMT1	11:47375476:48347141	1.67603	1.97122	1.82055
PTPN18	2:131130185:131617304	1.68655	2.02338	2.03595
PTPN23	3:46850415:47487754	1.66493	2.01049	2.07878
PTPN4	2:118863131:120622975	1.63996	1.97842	2.05722
PTPRA	20:2680955:3020321	1.65399	1.97711	2.07419
PTPRG	3:61654107:62611392	1.14781	2.08545	2.07774
PTPRG	3:61416194:61654107	1.69884	2.08545	2.07774
PTPRJ	11:47375476:48347141	1.67603	1.97122	1.82055
PTTG1	5:158782556:160382802	1.68278	2.00756	1.86866
PTX4	16:1536517:1544874	1.15204	2.00667	2.24094
PUF60	8:144754082:145550053	1.67689	2.15665	2.05929
PWWP2A	5:158782556:160382802	1.68278	2.00756	1.86866
PYCRL	8:144685891:144744191	1.67689	2.15665	2.10879
QRFPR	4:122284393:122288394	1.53459	2.26622	1.82861
R3HDM1	2:135071015:136658373	1.65333	2.08584	2.07442
RAB11FIP3	16:552167:555925	1.46895	2.06513	2.20268
RAB24	5:176548393:177233989	1.67425	1.9784	1.88754
RAB3GAP1	2:135071015:136658373	1.65333	2.08584	2.07442
RAB6C	2:130565445:130955094	1.64576	1.98916	2.03595
RABGGTB	1:75042346:76344001	1.68585	2.25956	1.82705
RABL2A	2:114264452:114841912	1.69998	2.02783	2.04608
RAD18	3:8995966:9022782	1.65773	2.07422	2.05709
RAD18	3:8630041:8952522	1.65773	2.07911	2.05709
RAD52	12:1026454:1065539	1.67233	2.2153	2.05473
RAD54L2	3:51607294:52968763	1.66753	1.99747	2.06588
RAF1	3:12577120:13141194	1.68843	2.07805	2.07417
RALB	2:120914585:121797376	1.63996	1.90279	2.0445
RALYL	8:83858220:85247085	1.65874	1.71515	1.80697
RANBP17	5:170133120:170304034	1.67686	1.95702	1.89871
RANBP17	5:170620625:172971287	1.67686	1.96075	1.89871
RANBP2	2:108282388:109763249	1.68933	2.08047	2.09757
RAPSN	11:47375476:48347141	1.67603	1.97122	1.82055
RARS	5:167114875:167922884	1.66882	2.00014	1.89657
RASGEF1A	10:43744800:43747201	1.30722	2.03033	1.8398
RASGEF1C	5:178840002:180560627	1.68912	1.9784	1.90759
RASIP1	19:49236321:49245543	1.49266	1.91616	1.78806
RASSF10	11:12403064:13124534	1.68944	2.06608	1.81756
RASSF7	11:553146:561646	1.40621	1.98615	1.8238
RBM22	5:148895313:150177109	1.6768	1.99311	1.89708
RBM27	5:145638518:145685310	1.2738	2.15723	1.94207
RBM27	5:143542885:145638518	1.69213	2.15723	1.94207
RBMXL1	1:89102024:89478753	1.67596	2.21814	1.80887
RDH14	2:18121075:19002908	1.68025	2.0958	2.08299
RECQL4	8:145562163:145755043	1.67689	2.10329	2.05929
REEP2	5:137412874:138624219	1.69358	2.01947	1.92597
REEP5	5:111242232:113090174	1.68008	2.16423	2.21207
RELL2	5:140558722:142267353	1.69213	2.00971	1.94207
REV1	2:98156083:101009015	1.65462	2.05963	2.07677
RFTN1	3:15847909:16621388	1.68739	2.11813	2.05781
RFX8	2:102055388:102726009	1.65462	2.01708	2.03777
RFX8	2:101922141:102053465	1.65462	2.01708	2.07677
RGPD4	2:108282388:109763249	1.68933	2.08047	2.09757
RGPD5	2:113099520:113502283	1.66333	2.01071	2.07995
RGPD8	2:113099520:113502283	1.66333	2.01071	2.07995
RGS14	5:176548393:177233989	1.67425	1.9784	1.88754
RGS20	8:54125263:55210088	1.66839	2.11491	1.78276
RHPN1	8:144293611:144629387	1.66603	2.05011	2.04731
RILP	17:1368790:1551489	1.69103	1.95441	1.7951
RIN2	20:19914808:19994707	1.67314	2.0229	2.04236
RMND5B	5:177407387:178118821	1.67594	1.9784	1.8895
RNASEH1	2:2916755:4137068	1.69949	1.97796	2.07619
RNASEK	17:6885357:7041562	1.27732	1.91588	1.7873
RND3	2:150965148:151646538	1.65719	2.16775	2.16527
RNF11	1:51564451:52254638	1.20387	2.11592	2.22512
RNF130	5:178840002:180560627	1.68912	1.9784	1.90759
RNF14	5:140558722:142267353	1.69213	2.00971	1.94207
RNF145	5:158632621:158672006	1.68278	2.00653	1.89825
RNF149	2:101009945:101892632	1.65462	1.97273	2.07677
RNF149	2:101922141:102053465	1.65462	2.01708	2.07677
RNF167	17:4633013:5044333	1.2158	1.93708	1.79799
RNF170	8:42193497:43089838	1.69095	2.03669	1.82701
RNF212	4:1090205:1242240	1.67705	2.00236	1.82664
RNF212	4:1080577:1081278	1.12248	2.00152	1.83265
RNF212	4:1049707:1080577	1.6528	2.00152	1.83265
RNF212	4:1081278:1086685	1.67705	2.00152	1.83265
RNF44	5:175627914:176530427	1.67425	1.96064	1.89871
RNPC3	1:104005982:105250430	1.68203	1.7096	1.79019
ROBO1	3:79621318:79767731	1.05282	2.28194	2.19262
ROBO2	3:77471850:77812181	1.05502	2.26929	2.19262
RP1	8:55433212:57078177	1.64993	2.11491	1.78276
RPA1	17:1554512:1910556	1.69103	1.93341	1.7951
RPE65	1:68712852:70522995	1.68421	2.25202	1.81763
RPL23AP53	8:169867:232533	1.60825	1.94204	1.88191
RPL23AP7	2:114264452:114841912	1.69998	2.02783	2.04608
RPL26L1	5:170620625:172971287	1.67686	1.96075	1.89871
RPL29	3:51607294:52968763	1.66753	1.99747	2.06588
RPL29P2	17:7582226:7776934	1.2649	1.91588	1.7873
RPL31	2:101009945:101892632	1.65462	1.97273	2.07677
RPL32	3:12577120:13141194	1.68843	2.07805	2.07417
RPL8	8:145757305:146293415	1.67689	2.05529	2.05929
RPS13	11:16847692:17299604	1.68944	2.04209	1.7965
RPS14	5:148895313:150177109	1.6768	1.99311	1.89708
RPS20	8:55433212:57078177	1.64993	2.11491	1.78276
RPS7	2:2916755:4137068	1.69949	1.97796	2.07619
RPSA	3:38277483:39908110	1.66493	2.05372	2.06214
RRAS2	11:14380866:14493093	1.68944	2.00477	1.80622
RRP9	3:51607294:52968763	1.66753	1.99747	2.06588
RTN4RL1	17:1554512:1910556	1.69103	1.93341	1.7951
RTN4RL1	17:1914222:2262139	1.68544	1.95234	1.79799
RUFY1	5:178840002:180560627	1.68912	1.9784	1.90759
SAA2	11:18099995:18284082	1.68944	2.10773	1.7965
SAA2-SAA4	11:18099995:18284082	1.68944	2.10773	1.7965
SAA3P	11:18099995:18284082	1.68944	2.10773	1.7965
SAA4	11:18099995:18284082	1.68944	2.10773	1.7965
SAAL1	11:18099995:18284082	1.68944	2.10773	1.7965
